"age","workclass","education","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
62,"Private","HS_grad","Never_married","Other_service","Other_relative","Black","Female",0,0,38,"United_States","Small"
36,"Private","Bachelors","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,48,"United_States","Large"
27,"Private","9th","Married_civ_spouse","Farming_fishing","Husband","Amer_Indian_Eskimo","Male",0,0,40,"United_States","Small"
23,"Private","Some_college","Never_married","Adm_clerical","Other_relative","Asian_Pac_Islander","Male",0,0,14,"Puerto_Rico","Small"
33,"Self_emp_not_inc","5th_6th","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,50,"United_States","Large"
28,"Private","1st_4th","Never_married","Machine_op_inspct","Not_in_family","White","Female",0,0,40,"Mexico","Small"
22,"Private","HS_grad","Never_married","Adm_clerical","Own_child","White","Male",0,0,20,"United_States","Small"
31,"Self_emp_not_inc","Assoc_voc","Married_civ_spouse","Farming_fishing","Husband","White","Male",0,0,60,"United_States","Large"
26,"Private","Bachelors","Never_married","Other_service","Not_in_family","White","Male",0,0,30,"United_States","Small"
44,"Private","Bachelors","Divorced","Exec_managerial","Not_in_family","White","Male",0,0,50,"United_States","Large"
73,"Private","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,30,"United_States","Small"
44,"Private","Bachelors","Divorced","Sales","Unmarried","White","Female",0,0,35,"United_States","Small"
35,"Private","Assoc_voc","Divorced","Exec_managerial","Not_in_family","White","Male",0,0,45,"United_States","Small"
27,"Private","Bachelors","Never_married","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
47,"Federal_gov","Bachelors","Married_civ_spouse","Protective_serv","Husband","Black","Male",0,0,50,"United_States","Large"
29,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,45,"United_States","Large"
33,"Private","Some_college","Married_civ_spouse","Other_service","Wife","White","Female",0,0,26,"United_States","Small"
50,"Private","Some_college","Divorced","Other_service","Not_in_family","White","Female",0,0,15,"United_States","Small"
32,"Private","HS_grad","Married_civ_spouse","Handlers_cleaners","Husband","White","Male",2829,0,40,"United_States","Small"
41,"Self_emp_not_inc","Masters","Divorced","Handlers_cleaners","Unmarried","White","Male",0,0,40,"Peru","Small"
45,"Private","HS_grad","Married_civ_spouse","Sales","Husband","White","Male",0,0,60,"United_States","Large"
65,"Private","HS_grad","Widowed","Adm_clerical","Not_in_family","White","Female",0,810,36,"United_States","Small"
42,"State_gov","Some_college","Separated","Tech_support","Unmarried","White","Female",0,0,40,"United_States","Small"
33,"Self_emp_not_inc","Bachelors","Married_civ_spouse","Prof_specialty","Husband","Black","Male",0,0,25,"United_States","Large"
32,"Private","Bachelors","Married_civ_spouse","Sales","Husband","White","Male",99999,0,60,"United_States","Large"
42,"Private","Some_college","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"United_States","Large"
49,"Private","Some_college","Separated","Exec_managerial","Not_in_family","White","Female",0,0,45,"United_States","Large"
38,"Private","HS_grad","Married_civ_spouse","Protective_serv","Own_child","White","Male",0,0,45,"United_States","Small"
38,"Private","Some_college","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,50,"United_States","Small"
37,"Private","Some_college","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,52,"United_States","Small"
24,"Private","Some_college","Never_married","Machine_op_inspct","Not_in_family","White","Male",0,0,30,"United_States","Small"
27,"Self_emp_not_inc","Some_college","Never_married","Sales","Not_in_family","White","Male",0,0,50,"United_States","Small"
25,"Private","9th","Married_spouse_absent","Adm_clerical","Unmarried","Asian_Pac_Islander","Female",0,0,40,"Vietnam","Small"
29,"Private","HS_grad","Married_civ_spouse","Sales","Husband","White","Male",0,0,50,"United_States","Small"
46,"Private","HS_grad","Married_civ_spouse","Transport_moving","Husband","White","Male",0,0,70,"United_States","Small"
44,"Self_emp_inc","HS_grad","Married_civ_spouse","Transport_moving","Husband","White","Male",0,0,96,"United_States","Small"
26,"Private","Bachelors","Never_married","Sales","Not_in_family","Asian_Pac_Islander","Female",0,0,40,"South","Small"
46,"Local_gov","Assoc_acdm","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,49,"United_States","Large"
38,"Private","Some_college","Separated","Exec_managerial","Unmarried","White","Male",0,0,40,"United_States","Small"
38,"Private","Some_college","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
22,"State_gov","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,20,"United_States","Small"
33,"Private","Some_college","Divorced","Sales","Not_in_family","White","Male",0,0,40,"United_States","Small"
50,"Private","Assoc_acdm","Divorced","Adm_clerical","Not_in_family","Asian_Pac_Islander","Male",0,0,40,"United_States","Small"
31,"Local_gov","HS_grad","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,41,"United_States","Large"
26,"Self_emp_not_inc","Some_college","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,4,"Mexico","Small"
42,"Private","Some_college","Married_civ_spouse","Handlers_cleaners","Husband","White","Male",0,0,38,"United_States","Small"
27,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
34,"Private","Masters","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,45,"United_States","Large"
64,"Private","HS_grad","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,40,"United_States","Small"
43,"Private","Some_college","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
39,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
47,"Self_emp_not_inc","Prof_school","Never_married","Prof_specialty","Not_in_family","White","Male",0,0,40,"United_States","Large"
56,"Private","Masters","Never_married","Prof_specialty","Not_in_family","White","Male",0,0,66,"United_States","Small"
25,"Local_gov","Masters","Never_married","Prof_specialty","Own_child","White","Male",0,0,20,"United_States","Small"
60,"State_gov","Bachelors","Divorced","Exec_managerial","Not_in_family","White","Female",0,0,35,"United_States","Small"
52,"Private","HS_grad","Married_civ_spouse","Sales","Husband","White","Male",0,0,44,"United_States","Small"
43,"Private","HS_grad","Divorced","Handlers_cleaners","Not_in_family","White","Male",594,0,16,"United_States","Small"
46,"Private","Bachelors","Never_married","Adm_clerical","Unmarried","Asian_Pac_Islander","Female",0,0,40,"Philippines","Small"
19,"Private","Some_college","Never_married","Adm_clerical","Own_child","White","Female",0,0,30,"United_States","Small"
56,"Private","7th_8th","Never_married","Farming_fishing","Unmarried","Black","Female",0,0,20,"United_States","Small"
22,"Private","Bachelors","Never_married","Prof_specialty","Not_in_family","White","Male",0,0,40,"United_States","Small"
39,"Private","5th_6th","Separated","Sales","Unmarried","Black","Female",0,0,30,"Puerto_Rico","Small"
28,"Private","Some_college","Divorced","Prof_specialty","Not_in_family","White","Male",0,0,40,"United_States","Small"
31,"Private","Bachelors","Married_civ_spouse","Sales","Husband","White","Male",0,0,50,"United_States","Large"
22,"Private","HS_grad","Never_married","Other_service","Own_child","White","Female",0,0,35,"United_States","Small"
39,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Large"
28,"Self_emp_not_inc","11th","Never_married","Craft_repair","Not_in_family","White","Male",0,0,40,"Mexico","Small"
31,"Private","HS_grad","Never_married","Adm_clerical","Unmarried","White","Female",0,0,35,"Puerto_Rico","Small"
50,"Private","Bachelors","Married_civ_spouse","Sales","Husband","White","Male",0,0,40,"United_States","Small"
34,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",3908,0,46,"United_States","Small"
48,"Private","HS_grad","Married_civ_spouse","Adm_clerical","Wife","White","Female",0,0,40,"Germany","Large"
51,"Private","Bachelors","Divorced","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
54,"Private","HS_grad","Married_civ_spouse","Sales","Husband","White","Male",0,0,40,"United_States","Small"
44,"Private","Assoc_voc","Divorced","Transport_moving","Not_in_family","White","Male",0,0,40,"United_States","Small"
20,"Private","Some_college","Never_married","Sales","Own_child","Black","Female",0,0,20,"United_States","Small"
37,"Private","HS_grad","Married_civ_spouse","Other_service","Husband","Black","Male",0,0,40,"United_States","Small"
38,"Private","Some_college","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"United_States","Small"
59,"Federal_gov","Assoc_acdm","Married_civ_spouse","Farming_fishing","Husband","Black","Male",0,0,40,"United_States","Small"
59,"Self_emp_not_inc","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,50,"United_States","Small"
51,"Private","Some_college","Divorced","Craft_repair","Not_in_family","White","Male",0,0,48,"United_States","Large"
29,"Private","Some_college","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"United_States","Small"
37,"Private","Some_college","Never_married","Machine_op_inspct","Not_in_family","White","Female",0,0,40,"United_States","Small"
42,"Private","10th","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,35,"United_States","Small"
28,"Self_emp_inc","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,50,"United_States","Large"
34,"Private","HS_grad","Never_married","Sales","Own_child","White","Female",0,0,40,"United_States","Small"
50,"Self_emp_not_inc","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"Italy","Large"
22,"Self_emp_inc","HS_grad","Never_married","Machine_op_inspct","Own_child","White","Male",0,0,24,"United_States","Small"
27,"Private","HS_grad","Never_married","Other_service","Not_in_family","White","Female",0,0,52,"United_States","Small"
45,"State_gov","Prof_school","Divorced","Prof_specialty","Unmarried","White","Female",0,0,43,"United_States","Small"
39,"Private","HS_grad","Divorced","Adm_clerical","Unmarried","Black","Female",0,0,38,"United_States","Small"
25,"Local_gov","Bachelors","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,35,"United_States","Small"
24,"Self_emp_inc","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Large"
18,"Private","HS_grad","Never_married","Machine_op_inspct","Not_in_family","White","Female",0,0,30,"United_States","Small"
23,"Private","12th","Never_married","Other_service","Unmarried","Black","Male",0,0,38,"United_States","Small"
20,"Private","5th_6th","Never_married","Other_service","Other_relative","White","Male",0,0,40,"Mexico","Small"
17,"Self_emp_not_inc","10th","Never_married","Other_service","Own_child","White","Female",0,0,24,"United_States","Small"
63,"Self_emp_inc","Bachelors","Married_civ_spouse","Farming_fishing","Husband","White","Male",0,0,40,"United_States","Large"
28,"Local_gov","Bachelors","Married_civ_spouse","Handlers_cleaners","Husband","White","Male",0,0,65,"United_States","Large"
51,"Federal_gov","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,50,"United_States","Large"
29,"Private","Bachelors","Never_married","Sales","Not_in_family","White","Female",3325,0,45,"United_States","Small"
64,"Private","Some_college","Widowed","Adm_clerical","Unmarried","White","Female",0,0,12,"United_States","Small"
17,"Private","10th","Never_married","Other_service","Own_child","White","Male",0,0,25,"United_States","Small"
45,"Local_gov","Some_college","Divorced","Adm_clerical","Unmarried","Black","Female",6497,0,35,"United_States","Small"
18,"Private","12th","Never_married","Other_service","Own_child","Black","Male",0,0,20,"United_States","Small"
31,"Local_gov","HS_grad","Never_married","Adm_clerical","Own_child","White","Female",0,0,40,"United_States","Small"
48,"Self_emp_not_inc","Bachelors","Married_spouse_absent","Sales","Own_child","White","Male",0,0,50,"United_States","Large"
41,"Private","Some_college","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,45,"United_States","Small"
65,"Private","Prof_school","Married_civ_spouse","Prof_specialty","Husband","White","Male",20051,0,60,"United_States","Large"
27,"Private","Assoc_voc","Divorced","Machine_op_inspct","Not_in_family","White","Male",0,0,40,"United_States","Small"
39,"Private","Assoc_voc","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Small"
51,"Self_emp_not_inc","Some_college","Divorced","Craft_repair","Not_in_family","White","Male",0,0,8,"Puerto_Rico","Large"
49,"Private","Masters","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,45,"United_States","Large"
36,"Private","Bachelors","Married_civ_spouse","Sales","Husband","White","Male",0,1902,45,"United_States","Large"
25,"Private","HS_grad","Never_married","Machine_op_inspct","Not_in_family","Black","Female",0,0,40,"United_States","Small"
41,"Private","Some_college","Divorced","Adm_clerical","Unmarried","Black","Female",0,0,37,"United_States","Small"
31,"Private","9th","Divorced","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
63,"Private","11th","Married_civ_spouse","Protective_serv","Husband","White","Male",4386,0,37,"United_States","Large"
50,"State_gov","Bachelors","Divorced","Exec_managerial","Not_in_family","White","Female",0,0,40,"United_States","Small"
63,"Private","Some_college","Divorced","Other_service","Not_in_family","White","Male",0,0,40,"United_States","Small"
44,"Self_emp_not_inc","Masters","Never_married","Farming_fishing","Own_child","White","Male",0,0,99,"United_States","Small"
48,"Private","HS_grad","Divorced","Transport_moving","Not_in_family","White","Male",0,0,65,"United_States","Small"
51,"Self_emp_not_inc","Some_college","Married_civ_spouse","Sales","Husband","White","Male",0,0,50,"United_States","Small"
18,"Private","HS_grad","Never_married","Adm_clerical","Own_child","White","Female",0,0,15,"United_States","Small"
23,"Private","Some_college","Never_married","Other_service","Own_child","White","Male",0,0,25,"United_States","Small"
31,"Private","HS_grad","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",5013,0,40,"United_States","Small"
38,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
56,"Private","Some_college","Married_civ_spouse","Farming_fishing","Husband","White","Male",0,0,60,"United_States","Large"
31,"Private","7th_8th","Divorced","Transport_moving","Unmarried","White","Male",0,0,20,"United_States","Small"
46,"Private","Some_college","Married_civ_spouse","Adm_clerical","Husband","White","Male",0,0,40,"United_States","Small"
39,"Private","Masters","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,50,"United_States","Large"
56,"Local_gov","HS_grad","Married_civ_spouse","Other_service","Husband","Asian_Pac_Islander","Male",0,0,40,"China","Small"
31,"Private","HS_grad","Never_married","Exec_managerial","Unmarried","White","Female",0,0,40,"United_States","Small"
42,"Self_emp_inc","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,1977,40,"United_States","Large"
53,"Private","HS_grad","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,35,"United_States","Large"
18,"Private","11th","Never_married","Other_service","Own_child","White","Female",0,0,15,"United_States","Small"
27,"Private","HS_grad","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,1848,45,"United_States","Large"
31,"Private","Bachelors","Never_married","Farming_fishing","Not_in_family","White","Male",0,0,40,"United_States","Small"
52,"Federal_gov","Masters","Married_civ_spouse","Exec_managerial","Husband","White","Male",5013,0,40,"United_States","Small"
46,"Private","HS_grad","Married_civ_spouse","Other_service","Husband","White","Male",0,0,40,"United_States","Small"
30,"Private","Some_college","Never_married","Other_service","Not_in_family","White","Male",0,0,24,"United_States","Small"
26,"Private","Bachelors","Never_married","Other_service","Not_in_family","White","Female",0,0,40,"United_States","Small"
48,"Local_gov","Masters","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,50,"United_States","Large"
37,"Private","Some_college","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Large"
29,"Private","9th","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
49,"Private","HS_grad","Married_civ_spouse","Exec_managerial","Husband","White","Male",7688,0,55,"United_States","Large"
24,"Private","HS_grad","Divorced","Machine_op_inspct","Not_in_family","White","Male",0,0,40,"United_States","Small"
74,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Sales","Husband","White","Male",0,2149,20,"United_States","Small"
56,"Self_emp_not_inc","5th_6th","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,1887,67,"United_States","Large"
39,"Federal_gov","Bachelors","Never_married","Adm_clerical","Not_in_family","White","Male",0,1741,40,"United_States","Small"
21,"Private","HS_grad","Never_married","Transport_moving","Own_child","White","Male",0,0,40,"United_States","Small"
29,"Private","Bachelors","Never_married","Exec_managerial","Not_in_family","White","Female",0,2258,45,"United_States","Large"
43,"Self_emp_not_inc","HS_grad","Divorced","Other_service","Unmarried","White","Male",0,0,45,"United_States","Small"
23,"Private","Bachelors","Never_married","Protective_serv","Not_in_family","White","Female",2907,0,40,"United_States","Small"
26,"Private","HS_grad","Never_married","Exec_managerial","Not_in_family","White","Female",0,0,50,"United_States","Small"
47,"Private","HS_grad","Married_civ_spouse","Transport_moving","Husband","White","Male",0,0,60,"United_States","Small"
27,"Private","HS_grad","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",0,0,55,"United_States","Small"
45,"Private","HS_grad","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",0,0,45,"United_States","Large"
30,"Private","HS_grad","Never_married","Protective_serv","Own_child","White","Male",0,0,70,"United_States","Small"
35,"Private","Some_college","Married_civ_spouse","Adm_clerical","Wife","White","Female",7688,0,20,"United_States","Large"
33,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
37,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Large"
21,"Private","HS_grad","Never_married","Farming_fishing","Own_child","White","Male",0,0,20,"United_States","Small"
42,"Private","HS_grad","Married_civ_spouse","Sales","Husband","White","Male",0,0,40,"United_States","Small"
48,"Federal_gov","HS_grad","Married_civ_spouse","Adm_clerical","Husband","White","Male",0,0,36,"United_States","Small"
46,"Private","HS_grad","Never_married","Craft_repair","Not_in_family","White","Female",0,0,48,"United_States","Small"
36,"Private","5th_6th","Separated","Machine_op_inspct","Not_in_family","White","Female",0,0,40,"United_States","Small"
54,"Private","HS_grad","Never_married","Prof_specialty","Not_in_family","White","Male",0,0,40,"United_States","Small"
25,"Private","HS_grad","Married_civ_spouse","Adm_clerical","Wife","White","Female",0,0,40,"United_States","Small"
26,"Local_gov","HS_grad","Divorced","Adm_clerical","Unmarried","White","Female",0,0,25,"United_States","Small"
36,"Self_emp_inc","HS_grad","Married_civ_spouse","Transport_moving","Husband","White","Male",0,0,57,"United_States","Small"
56,"Self_emp_not_inc","Bachelors","Never_married","Prof_specialty","Not_in_family","White","Male",0,0,20,"United_States","Small"
37,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
26,"Private","Bachelors","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,40,"United_States","Large"
23,"Private","Bachelors","Never_married","Other_service","Own_child","White","Female",0,0,25,"United_States","Small"
23,"State_gov","Bachelors","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,40,"United_States","Small"
41,"State_gov","Bachelors","Never_married","Adm_clerical","Not_in_family","White","Male",0,0,40,"United_States","Small"
55,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,50,"United_States","Large"
39,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Large"
67,"Local_gov","Assoc_acdm","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,35,"United_States","Small"
60,"Private","HS_grad","Widowed","Sales","Not_in_family","White","Female",0,0,50,"United_States","Small"
54,"Private","HS_grad","Widowed","Sales","Unmarried","White","Female",0,0,40,"United_States","Small"
38,"Private","Masters","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"England","Large"
47,"Private","Some_college","Married_civ_spouse","Machine_op_inspct","Husband","Asian_Pac_Islander","Male",3103,0,40,"Philippines","Large"
49,"State_gov","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,42,"United_States","Large"
19,"Private","HS_grad","Never_married","Sales","Own_child","White","Female",0,0,24,"United_States","Small"
20,"Private","Some_college","Never_married","Craft_repair","Unmarried","White","Male",0,0,40,"United_States","Small"
66,"Private","HS_grad","Widowed","Sales","Other_relative","White","Female",0,0,35,"United_States","Small"
51,"Self_emp_not_inc","Masters","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,42,"United_States","Large"
19,"Private","Some_college","Never_married","Exec_managerial","Not_in_family","White","Male",0,0,40,"United_States","Small"
36,"Private","Some_college","Divorced","Adm_clerical","Unmarried","White","Female",0,0,40,"United_States","Small"
33,"Private","HS_grad","Married_civ_spouse","Transport_moving","Husband","White","Male",0,0,60,"United_States","Large"
41,"Private","Bachelors","Divorced","Sales","Not_in_family","White","Male",0,1980,56,"United_States","Small"
90,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",9386,0,50,"Ecuador","Large"
36,"Private","HS_grad","Divorced","Exec_managerial","Not_in_family","White","Female",0,0,40,"United_States","Small"
30,"Private","Prof_school","Divorced","Sales","Own_child","White","Male",0,0,55,"United_States","Small"
35,"Private","Some_college","Divorced","Exec_managerial","Not_in_family","White","Male",0,0,40,"Mexico","Small"
46,"Private","Masters","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,45,"United_States","Large"
38,"Private","HS_grad","Never_married","Machine_op_inspct","Other_relative","White","Male",0,0,40,"United_States","Small"
24,"Private","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,40,"United_States","Small"
40,"Private","Bachelors","Married_civ_spouse","Other_service","Wife","White","Female",0,0,40,"Puerto_Rico","Small"
49,"Private","7th_8th","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",0,0,40,"United_States","Small"
19,"Private","HS_grad","Never_married","Other_service","Own_child","Black","Male",0,0,30,"United_States","Small"
77,"Private","Some_college","Widowed","Priv_house_serv","Not_in_family","White","Female",0,0,20,"United_States","Small"
46,"Private","HS_grad","Married_civ_spouse","Handlers_cleaners","Husband","White","Male",0,0,56,"United_States","Large"
41,"Private","Some_college","Separated","Craft_repair","Not_in_family","Black","Male",0,0,40,"United_States","Small"
28,"Private","1st_4th","Never_married","Farming_fishing","Unmarried","White","Male",0,0,77,"Mexico","Small"
21,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
24,"Private","12th","Never_married","Farming_fishing","Own_child","Black","Male",0,0,40,"United_States","Small"
36,"Private","HS_grad","Married_civ_spouse","Transport_moving","Husband","Black","Male",0,0,45,"United_States","Small"
23,"State_gov","Some_college","Never_married","Adm_clerical","Own_child","White","Male",0,0,25,"United_States","Small"
38,"Federal_gov","HS_grad","Married_civ_spouse","Transport_moving","Husband","White","Male",0,2051,40,"United_States","Small"
29,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
38,"Private","Some_college","Married_civ_spouse","Exec_managerial","Other_relative","White","Male",0,0,50,"United_States","Large"
47,"Federal_gov","Bachelors","Never_married","Adm_clerical","Unmarried","Black","Male",0,0,40,"United_States","Large"
39,"Local_gov","Masters","Divorced","Prof_specialty","Not_in_family","White","Female",0,0,40,"United_States","Small"
40,"Local_gov","Bachelors","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,48,"United_States","Small"
32,"Private","HS_grad","Divorced","Adm_clerical","Own_child","Asian_Pac_Islander","Female",0,0,40,"United_States","Small"
23,"Private","HS_grad","Never_married","Exec_managerial","Own_child","White","Male",0,0,40,"United_States","Small"
44,"State_gov","HS_grad","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,40,"United_States","Small"
70,"Private","Bachelors","Widowed","Prof_specialty","Unmarried","White","Female",0,0,20,"Puerto_Rico","Small"
51,"Private","Masters","Married_civ_spouse","Protective_serv","Husband","White","Male",0,1977,40,"United_States","Large"
66,"Private","9th","Separated","Other_service","Not_in_family","Black","Female",0,0,30,"United_States","Small"
57,"Self_emp_inc","Some_college","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Small"
36,"Private","Some_college","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",0,0,40,"United_States","Large"
48,"Self_emp_inc","Bachelors","Divorced","Sales","Not_in_family","White","Male",0,0,60,"United_States","Large"
51,"Private","Masters","Married_civ_spouse","Prof_specialty","Wife","White","Female",0,0,40,"United_States","Large"
43,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,50,"United_States","Large"
27,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,60,"United_States","Small"
32,"Private","Bachelors","Never_married","Adm_clerical","Own_child","White","Female",0,0,40,"United_States","Small"
20,"Private","Some_college","Never_married","Adm_clerical","Own_child","White","Female",0,0,35,"United_States","Small"
33,"Private","Some_college","Divorced","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
19,"Private","Some_college","Never_married","Adm_clerical","Not_in_family","White","Male",0,0,40,"United_States","Small"
32,"Local_gov","Some_college","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,60,"United_States","Large"
35,"Private","Prof_school","Never_married","Prof_specialty","Not_in_family","Asian_Pac_Islander","Male",0,0,40,"India","Large"
26,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",5013,0,60,"United_States","Small"
39,"Private","HS_grad","Never_married","Sales","Unmarried","White","Female",0,0,60,"United_States","Small"
24,"Private","Bachelors","Never_married","Other_service","Own_child","Black","Female",0,0,75,"United_States","Small"
45,"Private","Some_college","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,40,"United_States","Large"
20,"Private","Some_college","Never_married","Adm_clerical","Own_child","White","Male",0,0,40,"United_States","Small"
49,"State_gov","Bachelors","Married_civ_spouse","Prof_specialty","Other_relative","White","Female",0,0,45,"United_States","Small"
35,"State_gov","Masters","Never_married","Prof_specialty","Not_in_family","White","Female",0,0,40,"United_States","Small"
30,"Private","HS_grad","Never_married","Adm_clerical","Not_in_family","White","Female",0,0,40,"United_States","Small"
23,"Private","Some_college","Never_married","Adm_clerical","Own_child","White","Female",0,1617,25,"United_States","Small"
33,"Private","Bachelors","Married_civ_spouse","Exec_managerial","Husband","White","Male",0,0,45,"United_States","Small"
35,"Private","HS_grad","Married_civ_spouse","Transport_moving","Husband","White","Male",0,0,50,"United_States","Small"
31,"Private","Masters","Married_civ_spouse","Prof_specialty","Husband","White","Male",0,0,50,"United_States","Small"
20,"Private","11th","Never_married","Craft_repair","Not_in_family","Black","Male",0,0,25,"United_States","Small"
44,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
33,"Self_emp_not_inc","HS_grad","Married_civ_spouse","Other_service","Husband","Black","Male",0,0,40,"United_States","Small"
50,"Private","Some_college","Married_civ_spouse","Machine_op_inspct","Husband","White","Male",0,0,40,"United_States","Small"
25,"Private","HS_grad","Never_married","Adm_clerical","Unmarried","White","Female",0,0,40,"Mexico","Small"
28,"State_gov","HS_grad","Married_civ_spouse","Protective_serv","Husband","White","Male",0,0,40,"United_States","Small"
60,"Federal_gov","Bachelors","Married_civ_spouse","Adm_clerical","Husband","Black","Male",0,0,40,"United_States","Large"
38,"Federal_gov","Assoc_voc","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Small"
38,"Private","Some_college","Married_civ_spouse","Craft_repair","Husband","Black","Male",0,0,40,"United_States","Small"
57,"Federal_gov","Bachelors","Never_married","Adm_clerical","Not_in_family","White","Male",0,2258,40,"United_States","Small"
50,"Private","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",0,0,40,"United_States","Large"
39,"Local_gov","11th","Divorced","Adm_clerical","Unmarried","White","Female",0,0,40,"United_States","Small"
69,"Local_gov","HS_grad","Married_civ_spouse","Craft_repair","Husband","White","Male",1424,0,6,"United_States","Small"
51,"State_gov","Assoc_voc","Divorced","Tech_support","Not_in_family","White","Male",0,2444,39,"United_States","Large"
